budget,homepage,id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,vote_average,vote_count,movie_type,production_house,country,country _code
0,,11025,en,New York Minute,10.0403,01-May-04,0,91,Released,,5.5,185,Comedy,DiNovi Pictures,United States of America,US
0,,9776,en,Head of State,3.457194,01-Jan-03,0,95,Released,,5.3,71,Comedy,DreamWorks SKG,United States of America,US
0,,17995,en,DysFunktional Family,1.580027,04-Apr-03,0,89,Released,,6.1,4,"Comedy, Documentary",Brad Grey Pictures,United States of America,US
0,,13411,en,Malibu's Most Wanted,7.314796,10-Apr-03,0,86,Released,,4.7,77,"Comedy, Crime",Karz Entertainment,United States of America,US
0,,14544,en,Roll Bounce,2.596338,23-Sep-05,0,112,Released,,6.1,27,"Comedy, Drama, Family",Fox Searchlight Pictures,United States of America,US
0,,13816,en,Idlewild,2.711955,25-Aug-06,0,121,Released,,5.1,17,"Crime, Drama, Music",Atlas Entertainment,United States of America,US
0,,15639,en,Larry the Cable Guy: Health Inspector,2.184708,24-Mar-06,0,89,Released,,3.3,17,Comedy,Parallel Pictures,United States of America,US
0,,29078,en,The Game of Their Lives,2.013405,01-Jan-05,0,101,Released,,5.8,14,Drama,Bristol Bay Productions,United States of America,US
0,,2287,en,Rize,1.623769,15-Jan-05,0,86,Released,,5.9,13,Documentary,David LaChapelle Studios,United States of America,US
0,,26486,en,The Last Shot,6.7698,24-Sep-04,0,90,Released,,5.9,15,"Action, Comedy",Touchstone Pictures,United States of America,US
0,,15045,en,Fat Albert,7.157635,12-Dec-04,0,93,Released,,4.3,69,"Comedy, Drama, Family",Twentieth Century Fox Film Corporation,United States of America,US
0,,25975,en,My Date with Drew,1.929883,05-Aug-05,0,90,Released,,6.3,16,Documentary,rusty bear entertainment,United States of America,US
0,,19803,en,Underclassman,2.083856,02-Sep-05,0,95,Released,,5.5,28,"Action, Comedy",Miramax Films,United States of America,US
0,,19150,en,The Crew,2.634119,21-Aug-00,0,88,Released,,6.4,11,"Action, Comedy",Touchstone Pictures,United States of America,US
0,,25212,en,Deterrence,2.171288,10-Mar-00,0,101,Released,,6.1,7,"Action, Drama, Mystery, Thriller",Battleplan Productions,United States of America,US
0,,13539,en,Here On Earth,3.313257,23-Mar-00,0,96,Released,,5.4,48,Romance,Fox 2000 Pictures,United States of America,US
0,,14295,en,You Can Count on Me,7.142448,17-Nov-00,0,111,Released,,6.8,88,"Drama, Romance",Cappa Productions,United States of America,US
0,,22617,en,Dinner Rush,1.096355,01-Sep-00,0,99,Released,,7.1,19,"Drama, Action, Thriller",Access Motion Picture Group,United States of America,US
0,,29015,en,The Specials,9.055447,22-Sep-00,0,82,Released,,5.5,11,"Action, Comedy",Brillstein-Grey Entertainment,United States of America,US
0,,24664,en,Bamboozled,2.23411,06-Oct-00,0,135,Released,,6.3,24,"Comedy, Drama",New Line Cinema,United States of America,US
0,,10383,en,Lost Souls,3.312385,13-Oct-00,0,97,Released,,4.5,38,"Horror, Thriller",New Line Cinema,United States of America,US
0,,32274,en,Cradle Will Rock,4.901553,10-Dec-99,0,132,Released,,7.2,18,Drama,Touchstone Pictures,United States of America,US
0,,31064,en,The Business of Strangers,1.369649,19-Jan-01,0,84,Released,,5.7,19,"Drama, Thriller",i5 Films,United States of America,US
0,,31306,en,Crazy in Alabama,5.770246,22-Oct-99,0,111,Released,,6.5,12,"Comedy, Drama",Columbia Pictures,United States of America,US
0,,25208,en,The Caveman's Valentine,4.722403,19-Jan-01,0,105,Released,,6,27,"Drama, Mystery, Thriller",Franchise Pictures,United States of America,US
0,,99826,en,The Jimmy Show,0.098351,16-Jan-02,0,96,Released,,8,1,"Comedy, Drama",Next Wednesday Productions,United States of America,US
0,,16857,en,The Dangerous Lives of Altar Boys,2.24888,14-Jun-02,0,104,Released,,6.4,53,"Comedy, Drama",Egg Pictures,United States of America,US
0,,16300,en,Down to Earth,9.166658,16-Feb-01,0,87,Released,,4.9,95,"Fantasy, Comedy, Science Fiction, Romance",Paramount Pictures,United States of America,US
0,,34043,en,On the Line,3.084874,26-Oct-01,0,85,Released,,4.1,10,"Comedy, Family, Romance",Miramax Films,United States of America,US
0,,13503,en,Texas Rangers,5.641978,30-Nov-01,0,110,Released,,5.4,19,"Action, Western",Dimension Films,United States of America,US
0,,15365,en,Witless Protection,1.82184,22-Feb-08,0,97,Released,Protecting America's assets.,4,26,"Action, Adventure, Comedy, Crime",Parallel Films,United States of America,US
0,,14014,en,The Hammer,0.957022,01-Apr-07,0,88,Released,Some Guys Don't Know Their Destiny Till It Hits Them In The Face.,6.5,15,Comedy,Bentley Filmgroup,United States of America,US
0,,10885,en,Shutter,8.864368,21-Mar-08,0,85,Released,The most terrifying images are the ones that are real.,5.3,180,"Horror, Mystery, Thriller",Regency Enterprises,United States of America,US
0,,340611,en,Indignation,5.625989,29-Jul-16,0,110,Released,Based on the novel by Philip Roth.,6.8,69,Drama,Likely Story,United States of America,US
0,,298584,en,Cabin Fever,5.379319,12-Feb-16,0,99,Released,You can't run from what's inside.,4.4,111,Horror,Armory Films,United States of America,US
0,,378200,en,The Perfect Match,3.810827,11-Mar-16,0,96,Released,t's what everyone's looking for,5.2,42,"Comedy, Romance",Lionsgate,United States of America,US
0,,13121,en,Teeth,7.359286,19-Jan-07,0,94,Released,Every rose has its thorns.,5.2,210,"Comedy, Horror",Teeth,United States of America,US
0,,380733,en,Fight to the Finish,0.251828,02-Feb-16,0,94,Released,It's all or nothing,5.2,3,"Romance, Action",Triple D Productions,United States of America,US
0,,63287,en,The Poker House,2.948576,20-Jun-08,0,93,Released,"Lust, drugs and violence... no place for a kid.",6.1,47,Drama,The Poker House,United States of America,US
0,,306667,en,Horse Camp,0.172299,10-Jan-15,0,108,Released,The summer they'll never forget,5.5,2,"Family, Drama",Be Your Own Hollywood,United States of America,US
0,,226458,en,Backmask,3.619167,16-Jan-15,0,91,Released,nederlands,4.7,79,"Thriller, Horror",GO Productions,United States of America,US
0,,299145,en,Dawn Patrol,3.230779,05-Jun-15,0,86,Released,Revenge comes at a price.,5,11,Drama,Enderby Entertainment,United States of America,US
0,,13173,en,The Ten,3.865122,03-Aug-07,0,96,Released,"If He'd meant the commandments literally, He'd have written them in stone.",4.9,57,Comedy,Ascot Elite Home Entertainment,United States of America,US
0,,309503,en,Zipper,8.516229,28-Aug-15,0,103,Released,Why take the risk,5.5,58,"Thriller, Drama",Protozoa Pictures,United States of America,US
0,,10071,en,The Brothers Solomon,8.312153,07-Sep-07,0,93,Released,They want to put a baby in you.,4.9,46,Comedy,Revolution Studios,United States of America,US
0,,5126,en,Martian Child,5.737161,02-Nov-07,0,106,Released,"doesn't matter where you come from, as long as you find where you belong!",6.8,79,Drama,New Line Cinema,United States of America,US
0,,13551,en,The Dead Girl,3.069605,07-Nov-06,0,85,Released,One life ends. Seven others begin.,6.4,66,"Mystery, Drama, Crime, Thriller",Lakeshore Entertainment,United States of America,US
0,,376010,en,Western Religion,0.58954,09-Oct-15,0,106,Released,"Your soul is at stake in Religion, Arizona.",0,0,Western,3rd Partner Productions,United States of America,US
0,,356483,en,Unnatural,0.687656,16-Oct-15,0,89,Released,Some things were never meant to be.,4.3,12,"Thriller, Action, Horror",August Heart Entertainment,United States of America,US
0,,335866,en,Circle,6.752141,02-Oct-15,0,87,Released,In here… everything gets you killed.,6,333,"Horror, Science Fiction",Votiv Films,United States of America,US
0,,14043,en,Nancy Drew,5.0348,15-Jun-07,0,99,Released,Small Town Girl. Big Time Adventure.,5.8,143,"Action, Adventure, Crime, Family, Mystery, Thriller",Virtual Studios,United States of America,US
0,,12486,en,Farce of the Penguins,1.963219,01-Dec-06,0,80,Released,What Happens In Antarctica... Stays in Antarctica,3.2,13,"Comedy, Documentary",FOTP Productions,United States of America,US
0,,4953,en,Be Kind Rewind,17.662683,20-Jan-08,0,102,Released,"You name it, we shoot it.",6.2,424,"Drama, Comedy",New Line Cinema,United States of America,US
0,,180296,en,They Came Together,12.036888,27-Jun-14,0,84,Released,He came...She came...They both came,5.3,171,Comedy,Lionsgate,United States of America,US
0,,38033,en,Chain Letter,2.504156,01-Oct-10,0,96,Released,"If you don't forward it, you die.",3.9,37,"Horror, Thriller",Tiger Tail Entertainment,United States of America,US
0,,41382,en,Lottery Ticket,9.054803,20-Aug-10,0,99,Released,Winning is Just the Beginning Surviving is Another Story,5.6,54,Comedy,Cube Vision,United States of America,US
0,,46503,en,All Good Things,20.086645,03-Dec-10,0,101,Released,The perfect love story. Until it became the perfect crime.,5.9,286,"Drama, Mystery, Thriller, Crime, Romance",The Weinstein Company,United States of America,US
0,,44594,en,Barry Munday,1.975941,13-Mar-10,0,95,Released,A comedy that hits you right where it counts.,6.3,22,"Comedy, Drama, Romance",Prospect Pictures,United States of America,US
0,,35690,en,The Last Song,23.139971,31-Mar-10,0,107,Released,"A story about family, first love, second chances and the moment in life that lead you back home.",6.9,923,"Drama, Family, Romance",Touchstone Pictures,United States of America,US
0,,270554,en,Echo Dr.,0.053755,08-Nov-13,0,85,Released,To Serve & Terminate,5,1,"Thriller, Action, Drama, Science Fiction",30 Something Productions,United States of America,US
0,,39845,en,Love Ranch,5.000126,30-Jun-10,0,117,Released,When It Comes To Love... Everyone Pays A Price.,6,21,Drama,Capitol Films,United States of America,US
0,,174311,en,All Is Bright,3.613577,10-Sep-13,0,107,Released,All is busted. All is broke. All is bitter. All is BRIGHT.,5.3,36,"Comedy, Drama",Sidney Kimmel Entertainment,United States of America,US
0,,175291,en,Cheap Thrills,10.826253,08-Mar-13,0,85,Released,Get ready for the night of your life,6.3,155,"Drama, Comedy, Crime",New Artists Alliance,United States of America,US
0,,98568,en,Enter Nowhere,3.637857,22-Oct-11,0,90,Released,Welcome to our nightmare!,6.5,49,"Mystery, Science Fiction, Thriller",Caliber Media Company,United States of America,US
0,,127867,en,The Brass Teapot,10.639774,08-Sep-12,0,100,Released,Everyone Has A Price. What's Yours?,5.8,160,"Comedy, Fantasy, Thriller",Laundry Films,United States of America,US
0,,84178,en,Black Rock,7.207051,21-Jan-12,0,83,Released,Not every island is a paradise.,4.9,78,"Thriller, Horror",Submarine Entertainment Distributors,United States of America,US
0,,157058,en,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,1.737032,14-Jan-13,0,80,Released,Based on true events... that may not have happened,2.9,28,Comedy,Silver Nitrate Films,United States of America,US
0,,85860,en,The FP,0.838957,13-Mar-11,0,82,Released,An Ancient Game Becomes A Deadly Sport.,4.5,11,Comedy,Drafthouse Films,United States of America,US
0,,98549,en,The Legend of Hell's Gate: An American Conspiracy,1.002585,03-Mar-11,0,108,Released,Justice was delieverd by the fastest gun.,3.9,8,"Action, Adventure, History, Western",Silver Sail Entertainment,United States of America,US
0,,82684,en,Chasing Mavericks,13.621201,25-Oct-12,0,117,Released,Legends Start Somewhere,7,216,Drama,Fox 2000 Pictures,United States of America,US
0,,35219,en,The Missing Person,1.161034,16-Jan-09,0,95,Released,John Rosow is a private investigator. And an alcoholic. He just got the case of his life.,6.4,9,"Comedy, Drama, Mystery, Thriller",Strand Releasing,United States of America,US
0,,19556,en,Miss March,9.371534,13-Mar-09,0,89,Released,"After four years in a coma, Eugene Pratt is going to be reunited with his high school sweetheart... on pages 95-97.",5.4,77,"Comedy, Romance",The Jacobson Company,United States of America,US
0,,15544,en,Extreme Movie,8.148187,05-Dec-08,0,88,Released,UNRATED. A film with many happy endings...,3.9,44,Comedy,FlipZide Pictures,United States of America,US
0,,12797,en,Ghost Town,17.98817,19-Sep-08,0,102,Released,He sees dead people... and they annoy him.,6.4,286,"Comedy, Fantasy, Romance",DreamWorks SKG,United States of America,US
0,,206296,en,The Last Five Years,5.563068,03-Nov-14,0,94,Released,There are two sides to every love story.,5.5,143,"Comedy, Drama, Music, Romance",Lucky Monkey Pictures,United States of America,US
0,,297621,en,There's Always Woodstock,2.025701,14-Nov-14,0,90,Released,Let your heart sing,5.4,12,"Romance, Comedy, Music",Sunrise Films,United States of America,US
0,,22007,en,Train,3.280081,16-Oct-08,0,94,Released,You're in for a hell of a ride.,4.8,36,"Horror, Thriller",Nu Image Films,United States of America,US
0,,11499,en,Frost/Nixon,16.87784,15-Oct-08,0,122,Released,400 million people were waiting for the truth.,7.2,328,"Drama, History",Imagine Entertainment,United States of America,US
0,,235271,en,Addicted,7.544515,10-Oct-14,0,105,Released,Every Woman Needs an Escape,5.4,63,"Drama, Thriller",Lionsgate,United States of America,US
0,,433715,en,8 Days,0.015295,15-Jun-14,0,90,Released,She never knew it could happen to her...,0,0,"Thriller, Drama",After Eden Pictures,United States of America,US
0,,25983,en,The House of the Devil,8.628485,25-Apr-09,0,95,Released,Talk on the phone. Finish your homework. Watch TV. Die.,6,197,"Mystery, Horror",Glass Eye Pix,United States of America,US
0,,35689,en,Don McKay,1.496454,24-Apr-09,0,87,Released,Some secrets are better left buried.,5.4,21,"Crime, Mystery, Thriller",Animus Films,United States of America,US
0,,244534,en,Happy Christmas,7.052422,26-Jun-14,0,82,Released,Family is the gift that keeps on taking.,5.2,58,"Comedy, Drama",Lucky Coffee Productions,United States of America,US
0,,168027,en,Freaky Deaky,4.448353,22-Apr-12,0,90,Released,Crime is such a trippy thing,4.9,18,Comedy,Final Cut Productions,United States of America,US
0,,188161,en,A Million Ways to Die in the West,32.808675,22-May-14,0,116,Released,Bring protection.,5.8,1468,"Comedy, Western",Media Rights Capital,United States of America,US
0,,184345,en,A Haunted House 2,18.428909,17-Apr-14,0,87,Released,It'll scare the #2 out of you.,5.4,346,"Comedy, Horror",Automatik Entertainment,United States of America,US
0,,256687,en,Swelter,2.214925,20-Apr-14,0,96,Released,Greed. Revenge. Redemption.,4.6,21,"Action, Drama, Thriller",Grand Peaks Entertainment,United States of America,US
0,,16388,en,The Brothers McMullen,1.578903,09-Aug-95,0,98,Released,Sometimes the Best Friends Are the Ones You've Known Your Whole Life.,6.3,23,"Comedy, Drama, Romance",Fox Searchlight Pictures,United States of America,US
0,,124606,en,Bang,0.918116,09-Sep-95,0,98,Released,Sometimes you've got to break the rules,6,1,Drama,Asylum Films,United States of America,US
0,,1710,en,Copycat,14.211699,27-Oct-95,0,124,Released,"One man is copying the most notorious killers in history one at a time. Together, two women must stop him from killing again. Or they're next.",6.4,194,"Drama, Thriller",Regency Enterprises,United States of America,US
0,,9059,en,Tales from the Crypt: Demon Knight,7.710797,13-Jan-95,0,92,Released,Ready for your deadtime story?,6.7,94,"Horror, Comedy, Thriller",Universal Pictures,United States of America,US
0,,16448,en,Waiting for Guffman,4.348416,31-Jan-96,0,84,Released,There's a good reason some talent remains undiscovered.,7.3,63,"Music, Comedy",Sony Pictures Classics,United States of America,US
0,,11062,en,City Hall,3.621837,16-Feb-96,0,111,Released,It started with a shootout on a rainswept street and ended in a scandal that shattered New York.,6,67,"Drama, Thriller",Columbia Pictures,United States of America,US
0,,9099,en,Sgt. Bilko,5.417787,29-Mar-96,0,90,Released,All he ever wanted was an honest week's pay for an honest day's work.,5.5,94,"Comedy, Family",Imagine Entertainment,United States of America,US
0,,28121,en,A Thin Line Between Love and Hate,2.088251,04-Apr-96,0,108,Released,"When you play, you pay.",5.7,15,"Comedy, Thriller, Crime, Romance",New Line Cinema,United States of America,US
0,,10413,en,Nowhere to Run,11.689337,15-Jan-93,0,94,Released,"When the law can't protect the innocent,  the only hero left is an outlaw.",5.5,119,"Action, Adventure, Drama, Thriller",Columbia Pictures,United States of America,US
0,,9644,en,National Lampoon's Loaded Weapon 1,12.963328,04-Feb-93,0,84,Released,See it before they make the sequel!,5.7,157,Comedy,New Line Cinema,United States of America,US
0,,15765,en,What's Love Got to Do with It,7.921311,09-Jun-93,0,118,Released,Who needs a heart when a heart can be broken?,6.9,72,"Drama, Music",Touchstone Pictures,United States of America,US
0,,38940,en,Men of War,1.734764,04-Sep-94,0,103,Released,"Killers for hire are paid for what they can do, not for what they believe... until today.",5.4,29,"Action, Thriller",Signature Pictures,United States of America,US
0,,10395,en,Wolf,13.758526,17-Jun-94,0,125,Released,The animal is out.,6,216,Fantasy,Columbia Pictures,United States of America,US
0,,16155,en,Safe Men,1.190729,17-Aug-98,0,88,Released,Welcome to the world of disorganised crime.,6.3,16,"Comedy, Crime",October Films,United States of America,US
0,,9466,en,Celebrity,7.594593,07-Sep-98,0,113,Released,A funny look at people who will do anything to get famous... or stay famous.,6,111,"Drama, Comedy",Sweetland Films,United States of America,US
0,,40505,en,I Got the Hook Up,0.593068,27-May-98,0,93,Released,A truckload of cell phones... turns into a boatload of cash!,5.4,8,"Action, Comedy",Dimension Films,United States of America,US
0,,31535,en,Chairman of the Board,0.587276,13-Mar-98,0,95,Released,Work sucks!,2.7,13,Comedy,101st Street Films,United States of America,US
0,,19848,en,The Players Club,5.769822,08-Apr-98,0,104,Released,"Here, we get down and dirty.",6.4,14,Drama,New Line Cinema,United States of America,US
0,,161795,en,Déjà Vu,0.605645,22-Apr-98,0,117,Released,Your future is set...,8,1,"Romance, Drama","Rainbow Film Company, The",United States of America,US
0,,50942,en,Creature,2.857848,17-May-98,0,176,Released,Death from the depths,4,21,"Horror, Science Fiction, Thriller",MGM Television,United States of America,US
0,,9715,en,Hope Floats,7.922716,29-May-98,0,114,Released,"When life fell apart, love fell into place.",5.8,81,"Drama, Romance",Twentieth Century Fox Film Corporation,United States of America,US
0,,10223,en,A Simple Plan,10.178917,11-Dec-98,0,121,Released,Sometimes good people do evil things.,6.9,187,"Drama, Crime, Thriller",Paramount Pictures,United States of America,US
0,,9441,en,Stepmom,16.368283,25-Dec-98,0,124,Released,Be there for the joy. Be there for the tears. Be there for each other.,6.9,277,"Drama, Romance",Columbia Pictures,United States of America,US
0,,15556,en,At First Sight,5.778724,15-Jan-99,0,128,Released,Science gave him sight. She gave him vision.,5.9,48,"Drama, Romance",Metro-Goldwyn-Mayer (MGM),United States of America,US
0,,28902,en,In Dreams,3.226243,15-Jan-99,0,100,Released,You don't have to sleep to dream,5.4,44,"Drama, Thriller",DreamWorks SKG,United States of America,US
0,,14709,en,Varsity Blues,9.229999,15-Jan-99,0,106,Released,It takes a hero to know what's worth winning.,6,122,"Comedy, Drama, Romance",Paramount Pictures,United States of America,US
0,,53113,en,One True Thing,2.644427,18-Sep-98,0,127,Released,Love What You Have.,6.2,27,"Drama, Romance",Universal Pictures,United States of America,US
0,,55180,en,The Last Big Thing,0.678475,23-Sep-98,0,98,Released,"The culture is going down on itself... go ahead, Scream!",6,3,"Comedy, Drama",Byronic Pose Productions,United States of America,US
0,,39437,en,Beloved,1.453765,16-Oct-98,0,172,Released,The past has a life of its own.,5.9,26,"Drama, Thriller",Harpo Films,United States of America,US
0,,9821,en,The Mighty,5.497682,23-Oct-98,0,100,Released,The quest for friendship is the noblest cause of all,7.1,51,"Comedy, Drama",Miramax Films,United States of America,US
0,,34941,en,The Last Time I Committed Suicide,0.596889,20-Jun-97,0,92,Released,Life is what happens when you're busy making plans,6.7,7,Drama,Tapestry Films,United States of America,US
0,,10280,en,Thinner,7.866961,25-Oct-96,0,92,Released,Let the curse fit the crime.,5.5,124,"Horror, Thriller",Paramount Pictures,United States of America,US
0,,9819,en,Marvin's Room,6.130231,18-Dec-96,0,98,Released,A story about the years that keep us apart... And the moments that bring us together.,6.6,124,Drama,Miramax Films,United States of America,US
0,,17795,en,My Fellow Americans,2.809378,20-Dec-96,0,101,Released,"A comedy about life, liberty and the pursuit of two ex-presidents.",6.3,46,"Comedy, Drama",Warner Bros.,United States of America,US
0,,31908,en,Ghosts of Mississippi,8.102925,20-Dec-96,0,130,Released,From the director of A FEW GOOD MEN comes a compelling TRUE STORY.,6.2,40,"History, Drama",Columbia Pictures,United States of America,US
0,,125052,en,Hurricane Streets,0.36447,21-Jan-97,0,86,Released,Know life. No limits.,4.8,4,"Romance, Crime, Drama",United Artists,United States of America,US
0,,111794,en,20 Dates,0.408073,01-Jan-98,0,87,Released,A comedy so real you'll think it's fiction.,3.7,3,"Romance, Comedy",Fox Searchlight Pictures,United States of America,US
0,,9416,en,Money Talks,7.615653,22-Aug-97,0,97,Released,This ain't no buddy movie.,5.9,87,"Action, Adventure, Comedy",New Line Cinema,United States of America,US
0,,29461,en,Soul Food,4.105363,26-Sep-97,0,114,Released,There's Plenty For Everyone!,6.6,19,"Comedy, Drama",Fox 2000 Pictures,United States of America,US
0,,42586,en,Darling Lili,0.816883,01-Jan-70,0,107,Released,She gave away secrets to one side and her heart to the other.,4.9,8,"Drama, Comedy, Thriller, Music, Romance",Paramount Pictures,United States of America,US
0,,14902,en,1776,1.807571,09-Nov-72,0,142,Released,The award winning musical comes to the screen!,7.1,20,"Drama, Comedy, History, Music",Columbia Pictures Corporation,United States of America,US
0,,40932,en,Can't Stop the Music,6.574285,20-Jun-80,0,124,Released,The Musical Comedy Smash of the 80's!,4.9,9,"Comedy, Music",EMI Films,United States of America,US
0,,42222,en,Julia,6.077735,02-Oct-77,0,117,Released,The story of two women whose friendship suddenly became a matter of life and death.,6.3,30,Drama,Twentieth Century Fox Film Corporation,United States of America,US
0,,16642,en,Days of Heaven,13.857194,13-Sep-78,0,94,Released,Your eyes... Your ears... Your senses... will be overwhelmed.,7.6,234,"Drama, Romance",Paramount Pictures,United States of America,US
0,,40160,en,Meteor,2.637355,19-Oct-79,0,107,Released,There's No Place On Earth To Hide!,5.1,36,"Action, Science Fiction, Thriller",Palladium Productions,United States of America,US
0,,56930,en,Tycoon,0.042442,27-Dec-47,0,128,Released,Breath-taking Adventure !,6.6,4,"Action, Drama, Romance",RKO Radio Pictures,United States of America,US
0,,51130,en,Open Secret,0.186401,14-Feb-48,0,68,Released,The Pull-No-Punch drama of men chained together by hate!,7,2,"Crime, Mystery, Thriller",Marathon Pictures,United States of America,US
0,,43867,en,The Prisoner of Zenda,4.021389,03-Sep-37,0,101,Released,The most thrilling swordfight ever filmed...,8.4,11,"Adventure, Drama, Romance",United Artists,United States of America,US
0,,13187,en,A Charlie Brown Christmas,8.701183,09-Dec-65,0,25,Released,"That's what Christmas is all about, Charlie Brown!",7.5,153,"Animation, Family, Comedy, TV Movie",Warner Bros. Home Video,United States of America,US
0,,27983,en,"Yours, Mine and Ours",2.094151,24-Apr-68,0,111,Released,Their wedding night set new attendence records,6.2,26,"Comedy, Drama, Family",Desilu Productions,United States of America,US
0,,49365,en,Lady in White,1.435742,22-Apr-88,0,112,Released,"The year is 1962. The place is Willowpoint Falls. Nobody talks about what happened in the school cloakroom 10 years ago. Now, in the dead of night, Frankie Scarlatti is going to find out why.",6.3,25,"Horror, Thriller",New Sky Communications Inc.,United States of America,US
0,,11191,en,Mystic Pizza,6.379933,13-Oct-88,0,104,Released,A Romantic Comedy With The Works,5.9,123,"Comedy, Drama, Romance",Night Light Films,United States of America,US
0,,22102,en,Troop Beverly Hills,3.455018,22-Mar-89,0,105,Released,"When the going gets tough, the tough go shopping!",5.6,56,"Adventure, Comedy, Family",Columbia Pictures,United States of America,US
0,,27342,en,Malone,1.610132,01-May-87,0,92,Released,"Ex-Cop, Ex-CIA, Explosive",6.8,15,"Action, Thriller",Orion Pictures,United States of America,US
0,,15582,en,Teen Wolf Too,4.103764,20-Nov-87,0,95,Released,High school was easy. But college is a whole different ANIMAL.,3.8,46,"Comedy, Fantasy, Family",Atlantic Entertainment Group,United States of America,US
0,,21338,en,Stone Cold,3.623002,17-May-91,0,92,Released,A cop who enforces his own brand of justice.,5.7,34,"Action, Crime, Thriller",Stone Group Pictures,United States of America,US
0,,1649,en,Bill & Ted's Bogus Journey,11.349664,19-Jul-91,0,98,Released,Once... they made history. Now... they are history.,5.9,308,"Adventure, Comedy, Family, Fantasy, Science Fiction",Orion Pictures,United States of America,US
0,,15660,en,Mommie Dearest,3.102862,18-Sep-81,0,129,Released,The meanest mother of them all,6.5,54,Drama,Paramount Pictures,United States of America,US
0,,34697,en,Butterfly,1.063615,05-Feb-82,0,107,Released,A Controversial Thriller of Murder and Revenge.,5,12,"Crime, Drama",Par-Par Productions,United States of America,US
0,,13776,en,Diner,5.87193,02-Apr-82,0,110,Released,"Suddenly, life was more than French fries, gravy, and girls.",6.9,83,"Comedy, Drama",Metro-Goldwyn-Mayer (MGM),United States of America,US
0,,6217,en,Cat People,5.69872,02-Apr-82,0,118,Released,They are something more than lovers who are about to become something less than human.,6,94,"Drama, Fantasy, Horror, Thriller",Universal Pictures,United States of America,US
0,,15239,en,The Toxic Avenger,6.672008,01-May-84,0,82,Released,He was 98lbs. of solid nerd until he became...,6.3,113,"Science Fiction, Action, Comedy, Horror",Troma Entertainment,United States of America,US
0,,9930,en,Legal Eagles,7.519433,18-Jun-86,0,116,Released,Tom Logan has a law partner who put a dog on the witness stand. A client who can't enter a room without a crime being committed. And a case that could turn out to be the murder of the year. His.,5.8,51,"Comedy, Crime, Drama, Romance, Thriller",Universal Pictures,United States of America,US
0,,27995,en,She's Gotta Have It,6.722213,08-Aug-86,0,84,Released,A Seriously Sexy Comedy,6.1,25,"Comedy, Romance",40 Acres & A Mule Filmworks,United States of America,US
0,,15983,en,Invasion U.S.A.,4.192064,27-Sep-85,0,107,Released,America wasn't ready...but HE was!,5.3,49,"Action, Thriller",Cannon Films,United States of America,US
0,,5516,en,The Ladykillers,23.666229,25-Mar-04,0,104,Released,The greatest criminal minds of all time have finally met their match.,6,415,"Comedy, Crime, Thriller",Mike Zoss Productions,United States of America,US
0,,30141,en,The Singing Detective,6.335881,24-Oct-03,0,109,Released,"When it comes to murder, seduction and betrayal he wrote the book. Now he's living it!",5.9,41,"Comedy, Music, Mystery, Crime",Icon Productions,United States of America,US
0,,10588,en,The Cat in the Hat,18.251129,21-Nov-03,0,82,Released,Don't mess with the hat.,4.9,366,"Comedy, Fantasy, Family",Imagine Entertainment,United States of America,US
0,,182291,en,On The Downlow,0.029757,11-Apr-04,0,90,Released,Two gangs. One secret. One crossroad.,6,2,Drama,Iconoclast Films,United States of America,US
0,,16428,en,Breakin' All the Rules,6.904734,14-May-04,0,85,Released,When it comes to getting dumped... He wrote the book.,5.8,21,"Comedy, Romance",Screen Gems,United States of America,US
0,,10735,en,What a Girl Wants,7.057765,27-Mar-03,0,105,Released,Trying to fit in. Born to stand out.,5.8,368,Comedy,DiNovi Pictures,United States of America,US
0,,13768,en,Tuck Everlasting,4.115398,11-Oct-02,0,90,Released,"If you could choose to live forever, would you?",6.4,128,"Fantasy, Drama, Science Fiction, Romance, Family",Walt Disney Pictures,United States of America,US
0,,45767,en,Time Changer,0.339757,25-Oct-02,0,95,Released,What if you could see the future impact of your beliefs? One man will.,5.2,9,"Comedy, Drama, Family, Science Fiction",Christiano Film Group,United States of America,US
0,,17187,en,The Emperor's Club,6.796079,22-Nov-02,0,108,Released,In everyone's life there's that one person who makes all the difference.,6.9,96,"Drama, Romance",Universal Pictures,United States of America,US
0,,17403,en,How to Deal,3.199784,18-Jul-03,0,99,Released,Rule #1 There are no rules.,5.7,42,"Drama, Comedy, Romance",Golden Mean,United States of America,US
0,,24356,en,Masked and Anonymous,1.71729,08-Aug-03,0,112,Released,Would you reach out your hand to save a drowning man if you thought he might pull you in?,5.2,13,"Drama, Music",BBC Films,United States of America,US
0,,13778,en,Dickie Roberts: Former Child Star,10.149569,05-Sep-03,0,98,Released,50 million people used to watch him on TV. Now he washes their cars.,5.1,64,Comedy,Paramount Pictures,United States of America,US
0,,20694,en,Rugrats Go Wild,8.255708,13-Jun-03,0,84,Released,The Family Vacation Goes Overboard,5.6,61,"Animation, Family",Nickelodeon Movies,United States of America,US
0,,12096,en,The Pink Panther,25.450534,18-Jan-06,0,93,Released,Pardon His French.,5.6,550,"Action, Comedy, Crime, Mystery, Family",Columbia Pictures,United States of America,US
